"","Wage","Education","Experience","Black","SMSA","Region"
"14853",830.96,12,42,"No","Yes","S"
"14854",168.35,11,1,"No","Yes","S"
"14855",593.54,9,41,"No","Yes","S"
"14856",733.19,12,20,"No","Yes","S"
"14857",213.68,8,30,"No","Yes","S"
"14858",679.01,10,15,"No","Yes","S"
"14859",1234.57,14,36,"No","Yes","S"
"14860",1187.08,18,34,"No","Yes","S"
"14861",577.69,10,13,"No","Yes","S"
"14862",1044.63,16,9,"No","Yes","S"
"14863",1289.81,18,13,"No","Yes","S"
"14864",519.59,11,32,"No","Yes","S"
"14865",370.37,8,39,"No","Yes","S"
"14866",403.61,12,15,"No","Yes","S"
"14867",688.51,12,15,"No","Yes","S"
"14868",352.56,14,19,"No","Yes","S"
"14869",779.13,16,7,"No","Yes","S"
"14870",377.49,12,32,"No","Yes","S"
"14871",1266.22,16,6,"No","Yes","S"
"14872",664.77,14,21,"No","Yes","S"
"14873",878.44,16,5,"No","Yes","S"
"14874",992.5,16,6,"No","Yes","S"
"14875",2374.15,18,19,"No","Yes","S"
"14876",712.25,3,57,"No","Yes","S"
"14877",1187.08,16,25,"No","Yes","S"
"14878",308.64,15,33,"No","Yes","S"
"14879",1092.12,12,30,"No","Yes","S"
"14880",261.16,12,17,"Yes","Yes","S"
"14881",1325.34,18,41,"No","Yes","S"
"14882",392.59,15,16,"No","Yes","S"
"14883",641.03,12,22,"Yes","Yes","S"
"14884",154.32,11,3,"Yes","Yes","S"
"14885",205.43,9,42,"Yes","Yes","S"
"14886",237.42,12,11,"Yes","Yes","S"
"14887",197.53,8,5,"Yes","Yes","S"
"14888",231.48,10,22,"Yes","Yes","S"
"14889",370.37,12,15,"No","Yes","S"
"14890",169.75,12,8,"Yes","Yes","S"
"14891",498.58,8,29,"No","Yes","S"
"14892",370.37,12,23,"Yes","Yes","S"
"14893",360.08,11,4,"No","Yes","S"
"14894",712.25,12,21,"No","Yes","S"
"14895",1163.34,12,25,"No","Yes","S"
"14896",75.97,12,0,"No","Yes","S"
"14897",67.34,13,37,"No","Yes","S"
"14898",498.58,12,26,"Yes","Yes","S"
"14899",691.36,16,2,"No","Yes","S"
"14900",151.95,12,21,"No","Yes","S"
"14901",474.83,14,18,"No","Yes","S"
"14902",486.7,12,21,"No","Yes","S"
"14903",308.64,12,12,"Yes","Yes","S"
"14904",712.25,16,37,"No","Yes","S"
"14905",949.67,14,11,"No","Yes","S"
"14906",474.83,12,14,"No","Yes","S"
"14907",1163.34,15,22,"No","Yes","S"
"14908",712.25,12,21,"No","Yes","S"
"14909",641.03,18,25,"No","Yes","S"
"14910",546.06,12,11,"No","Yes","S"
"14911",759.73,12,22,"No","Yes","S"
"14912",830.96,18,30,"No","Yes","S"
"14913",546.06,12,24,"No","Yes","S"
"14914",356.13,14,6,"Yes","Yes","S"
"14915",498.58,12,17,"No","Yes","S"
"14916",474.83,12,15,"Yes","Yes","S"
"14917",641.03,13,16,"Yes","Yes","S"
"14918",462.96,13,6,"No","Yes","S"
"14919",377.63,14,23,"No","Yes","S"
"14920",474.83,12,49,"No","Yes","S"
"14921",930.96,16,9,"No","Yes","S"
"14922",807.22,12,38,"No","Yes","S"
"14923",854.7,12,13,"No","Yes","S"
"14924",735.99,12,12,"No","Yes","S"
"14925",379.87,17,9,"No","Yes","S"
"14926",617.28,14,13,"No","Yes","S"
"14927",505.05,12,26,"No","Yes","S"
"14928",299.15,9,4,"No","Yes","S"
"14929",712.25,17,14,"No","Yes","S"
"14930",906.93,18,15,"Yes","Yes","S"
"14931",332.38,10,21,"Yes","Yes","S"
"14932",807.22,16,11,"No","Yes","S"
"14933",654.32,16,4,"No","Yes","S"
"14934",1139.6,18,15,"No","Yes","S"
"14935",1111.11,18,33,"No","Yes","S"
"14936",356.13,13,1,"Yes","Yes","S"
"14937",451.09,12,12,"No","Yes","S"
"14938",676.64,12,11,"No","Yes","S"
"14939",510.45,12,32,"No","Yes","S"
"14940",308.64,15,0,"No","Yes","S"
"14941",205.76,10,8,"No","Yes","S"
"14942",142.45,6,24,"No","Yes","S"
"14943",356.13,12,6,"No","Yes","S"
"14944",586.92,14,33,"No","Yes","S"
"14945",603.04,16,9,"No","Yes","S"
"14946",333.33,12,12,"Yes","Yes","S"
"14947",664.77,13,10,"Yes","Yes","S"
"14948",474.83,12,3,"No","Yes","S"
"14949",593.54,12,26,"No","Yes","S"
"14950",308.64,12,7,"No","Yes","S"
"14951",379.87,12,5,"No","Yes","S"
"14952",333.45,6,36,"No","Yes","S"
"14953",766.46,16,15,"No","Yes","S"
"14954",1234.57,18,30,"No","Yes","S"
"14955",830.96,16,7,"No","Yes","S"
"14956",633.9,14,12,"No","Yes","S"
"14957",1424.5,16,34,"No","Yes","S"
"14958",474.83,12,42,"No","Yes","S"
"14959",617.28,18,14,"No","Yes","S"
"14960",1139.6,12,36,"No","Yes","S"
"14961",949.67,16,37,"No","Yes","S"
"14962",261.16,12,6,"No","Yes","S"
"14963",308.64,16,4,"Yes","Yes","S"
"14964",192.04,12,7,"Yes","Yes","S"
"14965",213.68,8,35,"Yes","Yes","S"
"14966",403.61,14,13,"Yes","Yes","S"
"14967",370.37,7,52,"Yes","Yes","S"
"14968",91.74,13,-1,"Yes","Yes","S"
"14969",189.93,12,8,"No","Yes","S"
"14970",227.92,16,36,"No","Yes","S"
"14971",997.15,16,13,"No","Yes","S"
"14972",213.68,12,9,"No","No","S"
"14973",1234.57,12,39,"No","No","S"
"14974",244.44,12,2,"No","No","S"
"14975",413.11,11,26,"Yes","No","S"
"14976",99.72,13,34,"No","No","S"
"14977",854.7,18,27,"No","No","S"
"14978",854.7,12,14,"No","No","S"
"14979",237.42,8,46,"No","No","S"
"14980",712.25,12,35,"No","No","S"
"14981",284.9,15,1,"No","No","S"
"14982",284.9,14,2,"No","No","S"
"14983",233.71,5,30,"Yes","No","S"
"14984",522.32,11,42,"No","No","S"
"14985",418.8,18,26,"No","No","S"
"14986",483.1,12,23,"No","Yes","S"
"14987",768.87,16,17,"No","Yes","S"
"14988",403.61,7,49,"No","Yes","S"
"14989",702.01,14,16,"No","Yes","S"
"14990",527.07,13,15,"No","Yes","S"
"14991",524.69,12,15,"No","Yes","S"
"14992",776.35,12,12,"No","Yes","S"
"14993",878.44,16,5,"No","Yes","S"
"14994",875.31,12,23,"No","Yes","S"
"14995",1851.85,15,13,"No","Yes","S"
"14996",522.32,12,33,"No","No","S"
"14997",891.47,12,47,"No","Yes","S"
"14998",282.24,15,8,"No","Yes","S"
"14999",431.53,10,37,"No","Yes","S"
"15000",1139.6,10,23,"No","Yes","S"
"15001",522.32,12,23,"No","No","S"
"15002",319.38,12,3,"No","No","S"
"15003",308.64,10,11,"No","No","S"
"15004",296.3,16,8,"No","No","S"
"15005",142.45,6,47,"Yes","No","S"
"15006",189.93,11,35,"Yes","No","S"
"15007",474.83,9,40,"Yes","No","S"
"15008",569.8,12,41,"No","Yes","S"
"15009",593.54,17,25,"No","Yes","S"
"15010",451.09,18,16,"No","Yes","S"
"15011",493.83,11,14,"No","Yes","S"
"15012",494.8,12,37,"No","No","S"
"15013",261.16,8,31,"Yes","No","S"
"15014",294.4,12,4,"Yes","No","S"
"15015",246.91,12,27,"Yes","No","S"
"15016",283.95,15,2,"Yes","No","S"
"15017",460.59,11,26,"Yes","No","S"
"15018",679.01,12,13,"No","Yes","S"
"15019",617.28,12,27,"No","Yes","S"
"15020",1020.89,12,41,"No","Yes","S"
"15021",1709.4,14,28,"No","Yes","S"
"15022",949.67,18,3,"No","Yes","S"
"15023",462.96,7,20,"No","Yes","S"
"15024",428.3,4,50,"Yes","No","S"
"15025",669.14,18,20,"No","No","S"
"15026",508.31,12,11,"No","No","S"
"15027",339.51,12,9,"No","No","S"
"15028",293.8,12,37,"Yes","No","S"
"15029",735.99,12,35,"No","No","S"
"15030",322.89,13,10,"No","No","S"
"15031",593.54,8,38,"No","No","S"
"15032",439.22,16,16,"No","No","S"
"15033",503.32,18,16,"No","No","S"
"15034",286.6,16,1,"No","No","S"
"15035",379.87,12,47,"No","No","S"
"15036",284.9,12,5,"No","No","S"
"15037",284.9,12,3,"No","No","S"
"15038",997.15,16,30,"No","Yes","S"
"15039",296.77,13,3,"No","Yes","S"
"15040",660.02,12,29,"No","Yes","S"
"15041",1187.08,14,39,"No","Yes","S"
"15042",189.93,14,40,"No","Yes","S"
"15043",465.34,12,21,"Yes","No","S"
"15044",830.96,12,31,"No","No","S"
"15045",242.17,16,9,"No","No","S"
"15046",543.23,12,21,"Yes","No","S"
"15047",474.83,12,15,"No","No","S"
"15048",61.73,12,18,"Yes","No","S"
"15049",213.68,12,35,"No","No","S"
"15050",379.87,12,19,"No","No","S"
"15051",237.42,12,16,"Yes","No","S"
"15052",569.8,12,30,"No","No","S"
"15053",522.32,12,8,"No","No","S"
"15054",197.53,14,2,"No","No","S"
"15055",666.67,13,19,"No","No","S"
"15056",493.83,13,28,"Yes","No","S"
"15057",284.9,11,15,"Yes","No","S"
"15058",284.9,12,18,"Yes","Yes","S"
"15059",246.91,8,37,"Yes","Yes","S"
"15060",356.13,12,39,"No","Yes","S"
"15061",154.32,11,11,"No","Yes","S"
"15062",522.32,16,5,"No","Yes","S"
"15063",351.38,12,7,"No","Yes","S"
"15064",759.73,12,12,"No","Yes","S"
"15065",356.13,10,39,"No","No","S"
"15066",339.7,9,18,"No","No","S"
"15067",902.18,16,20,"No","Yes","S"
"15068",830.96,13,38,"No","Yes","S"
"15069",392.83,12,25,"Yes","No","S"
"15070",391.74,12,30,"No","No","S"
"15071",261.16,12,14,"Yes","No","S"
"15072",225.55,7,35,"Yes","No","S"
"15073",474.83,18,11,"No","Yes","S"
"15074",501.54,18,8,"No","Yes","S"
"15075",712.25,12,13,"No","Yes","S"
"15076",759.73,10,16,"No","No","S"
"15077",379.87,12,15,"No","No","S"
"15078",1068.38,16,8,"No","No","S"
"15079",854.7,17,25,"No","Yes","S"
"15080",144.32,14,4,"No","Yes","S"
"15081",278.11,7,45,"No","Yes","S"
"15082",617.28,12,39,"No","No","S"
"15083",569.8,12,9,"No","No","S"
"15084",735.99,16,23,"No","No","S"
"15085",430.77,15,18,"Yes","No","S"
"15086",712.25,12,25,"No","No","S"
"15087",261.16,12,5,"No","No","S"
"15088",569.8,12,13,"No","No","S"
"15089",455.46,12,13,"No","No","S"
"15090",555.56,10,27,"No","No","S"
"15091",296.77,11,11,"No","No","S"
"15092",712.25,12,27,"No","No","S"
"15093",308.64,5,42,"No","No","S"
"15094",185.19,12,5,"No","No","S"
"15095",723.46,12,29,"No","No","S"
"15096",237.42,12,11,"No","Yes","S"
"15097",593.54,12,15,"No","No","S"
"15098",352.73,12,1,"No","No","S"
"15099",379.87,12,4,"No","No","S"
"15100",688.51,18,12,"No","No","S"
"15101",216.05,14,0,"No","No","S"
"15102",508.07,12,24,"Yes","No","S"
"15103",493.83,12,16,"Yes","No","S"
"15104",271.6,13,10,"Yes","No","S"
"15105",356.05,12,22,"Yes","No","S"
"15106",261.16,9,23,"Yes","No","S"
"15107",676.35,7,44,"No","Yes","S"
"15108",237.42,12,19,"Yes","Yes","S"
"15109",370.37,12,38,"No","No","S"
"15110",664.77,11,38,"No","No","S"
"15111",1175.78,11,19,"No","No","S"
"15112",403.61,12,3,"Yes","No","S"
"15113",1234.57,16,40,"No","No","S"
"15114",367.62,12,40,"No","No","S"
"15115",284.9,12,16,"Yes","No","S"
"15116",712.25,12,40,"No","No","S"
"15117",225.55,12,8,"No","Yes","S"
"15118",783.48,18,14,"No","Yes","S"
"15119",522.32,12,18,"No","Yes","S"
"15120",688.51,12,13,"No","Yes","S"
"15121",641.03,18,32,"No","Yes","S"
"15122",830.96,12,37,"No","Yes","S"
"15123",1274.39,15,18,"No","Yes","S"
"15124",985.28,12,26,"No","No","S"
"15125",522.32,8,45,"No","No","S"
"15126",641.03,12,20,"Yes","No","S"
"15127",370.37,12,9,"No","No","S"
"15128",275.4,9,41,"No","No","S"
"15129",356.13,10,10,"No","No","S"
"15130",712.25,12,37,"No","Yes","S"
"15131",546.06,13,14,"No","Yes","S"
"15132",427.35,8,39,"Yes","No","S"
"15133",177.78,12,2,"Yes","No","S"
"15134",474.83,16,12,"Yes","No","S"
"15135",261.16,12,18,"Yes","No","S"
"15136",308.64,12,9,"Yes","No","S"
"15137",148.15,12,10,"Yes","No","S"
"15138",332.38,12,6,"Yes","No","S"
"15139",370.37,14,13,"Yes","No","S"
"15140",641.03,15,21,"Yes","No","S"
"15141",308.64,10,45,"No","No","S"
"15142",470.83,9,40,"No","No","S"
"15143",403.61,9,21,"No","No","S"
"15144",949.67,12,14,"No","No","S"
"15145",926.64,12,15,"No","Yes","S"
"15146",987.65,18,21,"No","Yes","S"
"15147",712.25,14,10,"No","Yes","S"
"15148",370.37,12,50,"No","Yes","S"
"15149",925.93,14,21,"No","Yes","S"
"15150",890.31,16,20,"No","Yes","S"
"15151",356.13,12,31,"No","Yes","S"
"15152",299.29,11,5,"No","Yes","S"
"15153",688.51,16,9,"No","Yes","S"
"15154",1139.6,16,9,"No","Yes","S"
"15155",527.26,17,1,"No","Yes","S"
"15156",902.18,18,6,"No","Yes","S"
"15157",712.25,16,6,"No","Yes","S"
"15158",329.22,16,19,"No","Yes","S"
"15159",1187.08,12,41,"No","Yes","S"
"15160",296.77,12,7,"No","Yes","S"
"15161",118.71,12,10,"Yes","Yes","S"
"15162",356.13,12,14,"Yes","Yes","S"
"15163",370.37,8,52,"Yes","Yes","S"
"15164",522.32,12,30,"Yes","Yes","S"
"15165",522.32,14,10,"Yes","Yes","S"
"15166",1448.24,18,23,"No","Yes","S"
"15167",370.37,14,7,"No","Yes","S"
"15168",1176.47,12,9,"No","Yes","S"
"15169",712.25,16,41,"No","Yes","S"
"15170",664.77,13,32,"No","Yes","S"
"15171",949.67,13,19,"Yes","Yes","S"
"15172",949.67,16,17,"Yes","Yes","S"
"15173",246.91,12,22,"Yes","Yes","S"
"15174",1899.34,16,27,"No","Yes","S"
"15175",514.4,15,27,"No","Yes","S"
"15176",508.35,13,30,"No","Yes","S"
"15177",365.33,12,15,"No","Yes","S"
"15178",688.51,12,33,"Yes","Yes","S"
"15179",411.85,12,21,"Yes","Yes","S"
"15180",210.83,11,3,"Yes","Yes","S"
"15181",368,18,19,"No","Yes","S"
"15182",709.97,12,35,"No","Yes","S"
"15183",484.33,13,5,"No","Yes","S"
"15184",483.62,12,13,"Yes","Yes","S"
"15185",427.35,12,11,"Yes","Yes","S"
"15186",1089.32,18,3,"No","Yes","S"
"15187",691.36,16,1,"No","Yes","S"
"15188",797.33,15,15,"No","Yes","S"
"15189",227.16,14,23,"No","Yes","S"
"15190",474.83,12,9,"Yes","Yes","S"
"15191",709.62,10,30,"No","Yes","S"
"15192",807.22,12,23,"No","Yes","S"
"15193",688.51,18,13,"No","Yes","S"
"15194",522.32,16,5,"No","Yes","S"
"15195",546.06,17,23,"No","Yes","S"
"15196",830.96,12,20,"No","Yes","S"
"15197",308.64,11,28,"No","Yes","S"
"15198",379.87,16,2,"No","Yes","S"
"15199",807.22,15,13,"No","Yes","S"
"15200",546.06,12,12,"Yes","Yes","S"
"15201",641.03,12,8,"No","Yes","S"
"15202",261.16,12,8,"Yes","Yes","S"
"15203",271.6,14,5,"Yes","Yes","S"
"15204",391.74,12,9,"No","Yes","S"
"15205",249.29,12,11,"Yes","Yes","S"
"15206",591.56,15,13,"Yes","Yes","S"
"15207",735.99,12,10,"No","Yes","S"
"15208",925.93,12,13,"Yes","Yes","S"
"15209",356.13,12,3,"Yes","Yes","S"
"15210",1036.49,12,27,"No","Yes","S"
"15211",374.5,12,1,"No","Yes","S"
"15212",735.99,8,38,"No","Yes","S"
"15213",529.1,12,13,"No","Yes","S"
"15214",949.67,18,19,"Yes","Yes","S"
"15215",522.32,12,14,"Yes","Yes","S"
"15216",1068.38,14,12,"Yes","Yes","S"
"15217",617.28,14,7,"Yes","Yes","S"
"15218",771.6,14,7,"Yes","Yes","S"
"15219",664.77,15,4,"No","Yes","S"
"15220",579.3,12,7,"No","Yes","S"
"15221",232.67,15,33,"No","Yes","S"
"15222",370.37,12,16,"No","Yes","S"
"15223",71.23,13,14,"No","Yes","S"
"15224",854.7,12,11,"No","Yes","S"
"15225",1305.79,18,10,"No","Yes","S"
"15226",2374.15,16,14,"No","Yes","S"
"15227",1020.89,12,7,"No","Yes","S"
"15228",1424.5,15,25,"No","Yes","S"
"15229",1092.12,18,32,"No","Yes","S"
"15230",415.48,11,31,"No","Yes","S"
"15231",1377.02,17,16,"No","Yes","S"
"15232",641.03,11,43,"No","Yes","S"
"15233",502.97,15,1,"No","Yes","S"
"15234",113.17,9,40,"No","Yes","S"
"15235",651.58,10,28,"Yes","Yes","S"
"15236",641.03,12,14,"No","Yes","S"
"15237",379.87,10,9,"No","Yes","S"
"15238",783.48,12,20,"No","Yes","S"
"15239",593.54,16,19,"No","Yes","S"
"15240",878.44,17,26,"No","Yes","S"
"15241",864.2,13,21,"No","Yes","S"
"15242",486.7,18,10,"No","Yes","S"
"15243",740.74,12,24,"No","Yes","S"
"15244",1424.5,18,23,"No","Yes","S"
"15245",1175.21,16,31,"No","Yes","S"
"15246",1020.89,15,19,"No","Yes","S"
"15247",546.06,14,21,"No","Yes","S"
"15248",830.96,14,7,"No","Yes","S"
"15249",470.09,12,10,"No","Yes","S"
"15250",111.11,9,11,"No","Yes","S"
"15251",672.6,12,40,"No","Yes","S"
"15252",284.9,12,2,"No","Yes","S"
"15253",1020.89,14,24,"No","Yes","S"
"15254",1068.38,12,11,"No","Yes","S"
"15255",783.48,18,19,"No","Yes","S"
"15256",949.67,16,5,"No","Yes","S"
"15257",279.2,11,5,"No","Yes","S"
"15258",949.67,17,12,"No","Yes","S"
"15259",949.67,14,34,"No","Yes","S"
"15260",1466.05,16,33,"No","Yes","S"
"15261",529.1,12,7,"No","Yes","S"
"15262",332.38,12,5,"No","Yes","S"
"15263",740.74,12,35,"No","Yes","S"
"15264",569.8,11,11,"Yes","Yes","S"
"15265",474.83,10,29,"No","Yes","S"
"15266",1377.02,16,30,"No","Yes","S"
"15267",807.22,18,10,"No","Yes","S"
"15268",664.77,16,9,"No","Yes","S"
"15269",712.25,16,31,"No","Yes","S"
"15270",1709.4,17,16,"No","Yes","S"
"15271",432.1,12,9,"Yes","Yes","S"
"15272",166.19,10,5,"Yes","Yes","S"
"15273",854.7,12,35,"No","Yes","S"
"15274",997.15,12,44,"No","Yes","S"
"15275",1905.06,16,11,"No","Yes","S"
"15276",1258.31,18,6,"No","Yes","S"
"15277",185.19,16,9,"No","Yes","S"
"15278",229.63,16,7,"No","Yes","S"
"15279",557.93,16,11,"Yes","Yes","S"
"15280",237.42,12,3,"No","Yes","S"
"15281",356.13,12,9,"Yes","Yes","S"
"15282",205.76,12,7,"Yes","Yes","S"
"15283",195.47,12,4,"Yes","Yes","S"
"15284",830.96,16,25,"No","Yes","S"
"15285",1187.08,17,23,"No","Yes","S"
"15286",1899.34,16,22,"No","Yes","S"
"15287",403.61,12,17,"No","Yes","S"
"15288",564.55,12,8,"No","Yes","S"
"15289",997.15,16,25,"No","Yes","S"
"15290",462.96,12,1,"No","Yes","S"
"15291",1448.24,17,8,"No","Yes","S"
"15292",1115.86,14,17,"No","Yes","S"
"15293",1187.08,16,14,"No","Yes","S"
"15294",432.1,17,16,"No","Yes","S"
"15295",439.22,12,9,"No","No","S"
"15296",569.8,12,22,"No","No","S"
"15297",199.43,12,13,"Yes","No","S"
"15298",427.35,17,2,"Yes","No","S"
"15299",427.35,15,4,"No","Yes","S"
"15300",379.87,14,4,"No","Yes","S"
"15301",510.97,12,11,"No","Yes","S"
"15302",370.16,12,30,"No","No","S"
"15303",159.26,12,4,"No","No","S"
"15304",381.17,12,23,"No","No","S"
"15305",308.64,9,5,"No","Yes","S"
"15306",449.38,12,30,"Yes","No","S"
"15307",417.85,14,41,"No","Yes","S"
"15308",970.06,12,31,"No","Yes","S"
"15309",308.64,12,25,"Yes","Yes","S"
"15310",1187.08,14,42,"No","Yes","S"
"15311",949.67,18,36,"No","Yes","S"
"15312",709.88,17,10,"No","Yes","S"
"15313",1092.12,17,28,"No","Yes","S"
"15314",427.35,12,11,"No","Yes","S"
"15315",349.76,14,10,"No","Yes","S"
"15316",712.25,12,16,"No","Yes","S"
"15317",546.06,6,32,"No","Yes","S"
"15318",937.8,12,36,"No","Yes","S"
"15319",712.25,14,14,"Yes","Yes","S"
"15320",284.9,12,8,"Yes","Yes","S"
"15321",304.84,11,5,"No","No","S"
"15322",324.89,8,38,"Yes","No","S"
"15323",154.32,12,7,"Yes","No","S"
"15324",261.16,12,15,"Yes","No","S"
"15325",339.51,12,24,"Yes","Yes","S"
"15326",210.44,13,4,"Yes","No","S"
"15327",952.83,18,7,"No","Yes","S"
"15328",389.51,12,7,"No","No","S"
"15329",774.63,12,11,"No","Yes","S"
"15330",593.54,18,13,"No","No","S"
"15331",1282.05,18,28,"No","No","S"
"15332",284.9,12,18,"No","No","S"
"15333",617.28,16,5,"No","Yes","S"
"15334",204.69,16,0,"No","Yes","S"
"15335",498.58,11,26,"No","No","S"
"15336",593.54,18,8,"No","No","S"
"15337",735.99,16,11,"No","No","S"
"15338",474.83,10,17,"No","No","S"
"15339",142.66,10,8,"Yes","No","S"
"15340",498.58,14,20,"No","No","S"
"15341",451.09,11,11,"Yes","No","S"
"15342",161.03,12,9,"Yes","No","S"
"15343",329.22,14,1,"Yes","No","S"
"15344",237.42,12,15,"No","No","S"
"15345",403.61,12,11,"No","No","S"
"15346",664.77,12,8,"No","No","S"
"15347",403.61,12,11,"No","No","S"
"15348",403.61,11,44,"No","No","S"
"15349",197.53,12,15,"Yes","No","S"
"15350",289.65,12,27,"No","No","S"
"15351",223.17,12,4,"No","No","S"
"15352",282.92,8,9,"No","No","S"
"15353",427.35,14,33,"No","Yes","S"
"15354",925.93,12,29,"No","Yes","S"
"15355",197.06,12,7,"No","Yes","S"
"15356",1068.38,16,16,"No","Yes","S"
"15357",802.47,16,19,"No","Yes","S"
"15358",783.48,16,26,"No","Yes","S"
"15359",1025.19,16,31,"No","No","S"
"15360",797.72,14,11,"No","Yes","S"
"15361",716.86,14,10,"No","Yes","S"
"15362",385.19,12,37,"No","No","S"
"15363",617.28,9,44,"No","No","S"
"15364",498.58,13,39,"No","No","S"
"15365",189.93,9,23,"Yes","No","S"
"15366",295.35,12,2,"No","No","S"
"15367",498.58,5,32,"No","No","S"
"15368",617.28,12,20,"No","No","S"
"15369",474.83,12,13,"Yes","No","S"
"15370",166.19,12,30,"Yes","No","S"
"15371",191.36,10,3,"No","Yes","S"
"15372",1068.38,12,37,"No","Yes","S"
"15373",1044.63,13,35,"No","No","S"
"15374",1210.83,18,17,"No","No","S"
"15375",261.16,12,25,"Yes","No","S"
"15376",593.54,12,29,"No","No","S"
"15377",712.25,15,8,"No","No","S"
"15378",712.25,14,14,"No","Yes","S"
"15379",1068.38,16,7,"No","Yes","S"
"15380",938.27,12,48,"No","Yes","S"
"15381",320.51,14,22,"No","Yes","S"
"15382",474.83,12,14,"No","Yes","S"
"15383",534.19,12,30,"No","No","S"
"15384",498.58,12,29,"No","Yes","S"
"15385",828.51,12,9,"Yes","Yes","S"
"15386",1012.98,11,10,"Yes","Yes","S"
"15387",363.58,14,36,"Yes","Yes","S"
"15388",830.96,15,9,"No","No","S"
"15389",949.67,18,38,"No","No","S"
"15390",335.1,12,17,"Yes","No","S"
"15391",237.42,12,3,"Yes","No","S"
"15392",398.05,11,3,"Yes","No","S"
"15393",488.08,8,29,"No","Yes","S"
"15394",284.9,12,15,"No","Yes","S"
"15395",441.95,11,12,"No","Yes","S"
"15396",830.96,10,40,"No","Yes","S"
"15397",439.22,8,26,"No","Yes","S"
"15398",322.89,11,10,"Yes","No","S"
"15399",293.21,17,-2,"No","No","S"
"15400",411.78,12,32,"Yes","No","S"
"15401",308.64,12,3,"Yes","No","S"
"15402",353.75,11,12,"No","Yes","S"
"15403",546.06,12,23,"No","Yes","S"
"15404",902.18,10,14,"No","No","S"
"15405",403.61,10,20,"No","No","S"
"15406",305.34,12,28,"No","No","S"
"15407",439.22,17,13,"No","No","S"
"15408",444.44,12,17,"No","No","S"
"15409",185.19,10,4,"No","No","S"
"15410",570.37,12,39,"No","No","S"
"15411",546.06,12,15,"No","No","S"
"15412",296.3,11,5,"No","No","S"
"15413",296.3,9,5,"No","No","S"
"15414",284.9,11,44,"No","No","S"
"15415",902.18,14,9,"No","No","S"
"15416",498.58,15,12,"No","No","S"
"15417",178.06,4,39,"Yes","No","S"
"15418",474.83,12,35,"No","No","S"
"15419",415.48,12,15,"Yes","Yes","S"
"15420",807.22,17,21,"No","No","S"
"15421",671.89,12,8,"No","Yes","S"
"15422",823.36,12,22,"No","Yes","S"
"15423",313.58,13,14,"No","No","S"
"15424",522.32,12,35,"Yes","Yes","S"
"15425",664.77,13,35,"No","Yes","S"
"15426",371.93,13,4,"No","Yes","S"
"15427",332.38,15,23,"Yes","Yes","S"
"15428",759.73,12,22,"No","Yes","S"
"15429",228.13,12,2,"No","Yes","S"
"15430",830.96,18,30,"No","Yes","S"
"15431",569.8,12,19,"No","Yes","S"
"15432",71.23,8,23,"No","No","S"
"15433",973.41,12,32,"No","No","S"
"15434",284.9,7,21,"No","No","S"
"15435",382.13,12,21,"Yes","Yes","S"
"15436",664.77,12,11,"No","No","S"
"15437",308.64,12,36,"Yes","No","S"
"15438",422.35,6,34,"No","No","S"
"15439",213.68,12,5,"No","No","S"
"15440",213.68,13,3,"No","No","S"
"15441",2309.84,16,34,"No","No","S"
"15442",451.09,12,16,"No","Yes","S"
"15443",332.38,15,11,"No","Yes","S"
"15444",282.19,12,3,"No","Yes","S"
"15445",1139.6,13,25,"No","Yes","S"
"15446",288.94,9,47,"No","Yes","S"
"15447",484.57,12,24,"No","No","S"
"15448",740.74,10,28,"No","No","S"
"15449",387.23,5,30,"No","No","S"
"15450",208.55,12,2,"No","No","S"
"15451",205.76,6,42,"Yes","Yes","S"
"15452",415.48,16,6,"Yes","Yes","S"
"15453",830.96,10,39,"No","Yes","S"
"15454",261.16,12,7,"No","Yes","S"
"15455",875.69,12,8,"No","Yes","S"
"15456",410.73,10,18,"No","Yes","S"
"15457",451.09,17,5,"No","No","S"
"15458",949.67,10,31,"No","No","S"
"15459",854.7,12,23,"No","No","S"
"15460",1020.89,12,33,"No","No","S"
"15461",469.14,12,16,"Yes","No","S"
"15462",652.9,15,14,"Yes","No","S"
"15463",524.48,12,18,"No","No","S"
"15464",396.83,12,24,"Yes","No","S"
"15465",578.7,12,37,"No","No","S"
"15466",237.42,12,17,"No","Yes","S"
"15467",679.01,12,30,"Yes","Yes","S"
"15468",427.35,11,10,"Yes","Yes","S"
"15469",844.02,16,23,"No","Yes","S"
"15470",246.91,12,42,"No","Yes","S"
"15471",2571.99,16,16,"No","Yes","S"
"15472",498.58,13,10,"No","Yes","S"
"15473",830.96,13,32,"No","Yes","S"
"15474",529.1,12,19,"No","Yes","S"
"15475",518.52,7,22,"No","Yes","S"
"15476",664.77,16,8,"No","Yes","S"
"15477",569.8,18,4,"No","Yes","S"
"15478",306.27,9,10,"No","Yes","S"
"15479",759.73,18,15,"No","Yes","S"
"15480",1377.02,15,29,"No","Yes","S"
"15481",237.42,13,23,"No","Yes","S"
"15482",759.73,12,17,"No","Yes","S"
"15483",2283.95,12,30,"No","Yes","S"
"15484",819.09,11,13,"No","Yes","S"
"15485",370.37,10,22,"No","Yes","S"
"15486",949.67,14,24,"No","Yes","S"
"15487",261.16,12,6,"No","Yes","S"
"15488",237.42,15,13,"No","Yes","S"
"15489",258.4,14,26,"No","Yes","S"
"15490",973.41,12,8,"No","Yes","S"
